gdb:testsuite,Trigger Rebuild,"Server returned an error: HTTP Error 403: Forbidden
could not trigger rebuild for project 'devel:gcc' package 'gdb:testsuite'
No permission to execute command on package gdb:testsuite in project devel:gcc",Permission Denied,issue-17548.md
openSUSE/open-build-service,LDAP group handling,LDAP group handling does not work (probably never has worked).,missing features/fixes,issue-17564.md
genders,Indexing Requests,undefined method `zero?' for nil:NilClass,Runtime Error,issue-17573.md
None,Performing PopulateToSphinxJob,undefined method `project' for nil:NilClass,MissingReference,issue-17593.md
None,rendering,undefined method `project_or_package_link' for an instance of BsRequestHistoryElementComponent,method_missing,issue-17623.md
octokit,Request Execution,"undefined method 'map' for an instance of String
Octokit::Error: undefined method 'map' for an instance of String
	from /GEM_ROOT/gems/octokit-9.2.0/lib/octokit/error.rb:194:in `Octokit::Error#response_error_summary'
	from /GEM_ROOT/gems/octokit-9.2.0/lib/octokit/error.rb:213:in `Octokit::Error#build_error_message'
	from /GEM_ROOT/gems/octokit-9.2.0/lib/octokit/error.rb:51:in `Octokit::Error#initialize'
	from /GEM_ROOT/gems/octokit-9.2.0/lib/octokit/error.rb:38:in `Class#new'
	from /GEM_ROOT/gems/octokit-9.2.0/lib/octokit/error.rb:38:in `Octokit::Error.from_response'
	from /GEM_ROOT/gems/octokit-9.2.0/lib/octokit/response/raise_error.rb:13:in `Octokit::Response::RaiseError#on_complete'",Method Not Found,issue-17637.md
"actionpack, actionview, activesupport, flipper, rack",Routing Error during URL generation,"No route matches {action: ""show"", controller: ""webui/users"",login: nil} possible unmatched constraints: [:login]",Routing Issue,issue-17665.md
None,runtime,"W, [2025-04-07T15:34:38.965945 #421]  WARN -- : [014a9123-118a-483d-accc-286522cbaf56] [421:6.55] 127.0.0.1:11211 failed (count: 2) Errno::ECONNREFUSED: Connection refused - connect(2) for ""127.0.0.1"" port 11211
I, [2025-04-07T15:34:39.366777 #421]  INFO -- : [014a9123-118a-483d-accc-286522cbaf56] [ActiveJob] [421:6.95] Enqueued PopulateToSphinxJob (Job ID: f9765581-ae76-4925-927d-b603f852b004) to DelayedJob(quick) with arguments: {""id""=>11, ""model_name""=>:project}
I, [2025-04-07T15:34:39.388100 #421]  INFO -- : [014a9123-118a-483d-accc-286522cbaf56] [ActiveJob] [421:6.98] Enqueued PopulateToSphinxJob (Job ID: 16cf1bb7-b3f6-457f-8854-ac4d61c154a1) to DelayedJob(quick) with arguments: {""id""=>11, ""model_name""=>:project}
I, [2025-04-07T15:34:39.513845 #421]  INFO -- : [014a9123-118a-483d-accc-286522cbaf56] [421:7.10] method=POST path=/person format=xml controller=PersonController action=command status=200 allocations=96582 duration=553.85 view=1.27 db=54.08 params={""xmlhash""=>{""login""=>""foo"", ""realname""=>{}, ""email""=>""adsasd@example.com"", ""password""=>""[FILTERED]""}, ""cmd""=>""register""} host=127.0.0.1 time=281476100.02 backend=33.49 user=_nobody_
",missing_dependencies,issue-17673.md
python-numpy1,request#changes_diff,undefined method 'webui_sourcediff' for nil,NilReferenceError,issue-17686.md
mujs,rendering,undefined method 'render_xml' for nil,nil object method call,issue-17690.md
joker,No route matches,"No route matches {action: ""show"", controller: ""webui/package"", format: ""html"", package: nil, package_name: ""joker"", project: ...}",Routing Error,issue-17726.md
None,delete/update operation,"Mysql2::Error: Cannot delete or update a parent row: a foreign key constraint fails (`obs_production`.`label_globals`, CONSTRAINT `fk_rails_a6eb87ca74` FOREIGN KEY (`project_id`) REFERENCES `projects` (`id`))",foreign key constraint violation,issue-17745.md
openSUSE/open-build-service,User Interaction - Adding Comment,None,UI Rendering Issue,issue-17750.md
,,"<status code=""invalid_project_name"">
  <summary>invalid project name '{project_name}'</summary>
</status>",invalid_project_name,issue-17757.md
None,Database Insertion,Mysql2::Error: Column 'email' cannot be null,missing_required_field,issue-17764.md
,UI Interaction,,Bug,issue-17775.md
BCI-dockerfile-generator,webhook_delivery,"Content-Length: 4347
Content-Type: text/html; charset=utf-8
Date: Mon, 28 Apr 2025 15:13:38 GMT
Server: Apache/2.4.58 (Linux/SUSE)
Status: 500 Internal Server Error
Strict-Transport-Security: max-age=31536000
X-Powered-By: Phusion Passenger(R)
X-Request-Id: e69814c1-94ed-49c6-ad2c-d43bfa53f609
X-Runtime: 0.857944",server_error,issue-17788.md
FOO,Package Removal and Staging Project Check,"When a package FOO is built in staging project, but it fails to pass installcheck, the buildresult of FOO is still visible through certain API calls even after being removed from the staging project.",Incorrect Build Result Presentation,issue-17800.md
None,Request Processing,Security warning: an embedded <script> tag on another site requested protected JavaScript.,CSRF Protection,issue-17818.md
clockwork,Execution,uninitialized constant Clockwork::ExpireAssignments,MissingDependencies,issue-17834.md
,review process,"The review on adi:59 is still in state `NEW`, thus blocking this request from passing all reviews.",Bug,issue-17894.md
rubygem-passenger,Initialization,<internal:/usr/lib64/ruby/3.4.0/rubygems/core_ext/kernel_require.rb>:138:in 'Kernel#require': cannot load such file -- phusion_passenger (LoadError),MissingDependencies,issue-17909.md
rust-cbindgen,Build Configuration,"Server returned an error: HTTP Error 400: Bad Request
remote error: project config  argument of - is not a number (https://back-devel-internal:5252/build/Devel:Desktop:Mozilla:SLE-15:next/SUSE_SLE-15-SP6/x86_64/rust-cbindgen/_buildinfo?add=ccache&add=vim&add=gdb&add=strace)",Bad Request,issue-17911.md
,,,,issue-17927.md
lua-rpm-macros,Rebuild with old sources,changes are not reflected in the build,Outdated sources,issue-17933.md
openSUSE-repos,rendering,Render and/or redirect were called multiple times in this action.,Improper Use of Render/Redirect,issue-17954.md
wayland.28583,rpmlint_log,param is missing or the value is empty: repository,missing_parameters,issue-17960.md
,,,,issue-17986.md
"actionpack, activesupport, actionview, activerecord, flipper, rack, airbrake, lograge, request_store, passenger",Rendering,"No route matches {action: ""update_color_theme"", controller: ""webui/users"", login: nil}, possible unmatched constraints: [:login]",Routing Error,issue-18008.md
mujs,Routing Error,"No route matches {action: ""show"", controller: ""webui/package"", format: ""html"", package: nil, package_name: ""mujs"", project: #<Project id: 826861, name: ""devel:languages:javascript"", title: ""JavaScript is a programming language based on the ..., project_name: ""devel:languages:javascript""}",Routing Issue,issue-18009.md
kernel-obs-build,Build Process,None,Incorrect Package Usage,issue-18014.md
,,,,issue-18015.md
python-torch,processing,param is missing or the value is empty: repository,missing_required_parameter,issue-18017.md
kernel-obs-build,Building in the standard repository despite nouseforbuild flag,None,Misconfiguration,issue-18025.md
None,User Interaction,None,None,issue-18027.md
mysql2,query_execution,Mysql2::Error::ConnectionError: Lost connection to MySQL server during query,network_issues,issue-18045.md
systemd-255.2-ok1.9,installation,systemd package cannot be installed because this system does not have a merged /usr.,missing dependencies,issue-18080.md
grafana-formula,Saving changes in WebUI or CLI,None,Bug,issue-18084.md
libreoffice,build time display,"Build times exceeding 24 hours are not shown properly, displaying incorrect durations such as 05 min instead of 24 h 05 min.",Bug,issue-7382.md
systemd-mini,staging workflow,"broken (i586, x86_64, x86_64, i586, x86_64)",broken,issue-7394.md
retroarch,package#rpmlint_log,param is missing or the value is empty: architecture,missing dependencies,issue-7413.md
None,project#index,undefined method `each' for nil:NilClass,Runtime Error,issue-7414.md
home:cgiboudeaux:branches:devel:languages:ruby:extensions,Project Deletion and Attribute Update,"Deleted Project home:cgiboudeaux:branches:devel:languages:ruby:extensions
WARN -- : [9f845a40-ada9-4e28-871e-2e9ccd42d407] [backend_sync] [17965:80327.27] Deleted Project home:cgiboudeaux:branches:devel:languages:ruby:extensions
INFO -- : [9f845a40-ada9-4e28-871e-2e9ccd42d407] [17965:80327.34] method=POST path=/request/changerequest format=html controller=Webui::RequestController action=changerequest status=302 duration=1422.56 view=0.00 db=517.84 location=https://build.opensuse.org/request/show/693011 params={""utf8"":""✓"", ""authenticity_token"":""RLyrw5N6lK9AmFBuaFgncA/nJJ0hQ3leBGN8cBi5d9qnerx8/zTBS85Cc0g32bPYtKbmjnuFPujhqbgq9/c31Q=="", ""number"":""693011"", ""reason"":"""", ""forward-0"":""openSUSE:Factory_#_rubygem-pg"", ""accepted"":""Accept request""} host=172.16.42.1 time=5949970.73 backend=443.79 user=coolo
I, [2019-04-17T05:26:26.028843 #17965]  INFO -- : 20190417T052626 PUT src-opensuse:5352/source/home:cgiboudeaux:branches:devel:languages:ruby:extensions/_project/_attribute?meta=1&user=coolo 400 0.029794709","File Not Found, Callback Error",issue-7419.md
,User Permission Management,"The issue describes a situation where a user accidentally removed themselves from their home project on the OBS website, which led to a lack of permission to manage the project. No specific error logs are provided.",Permission Management Error,issue-7433.md
vmdk.xz,publishing,None,missing_publishing_output,issue-7451.md
,scheduling,,incompatible architecture instructions,issue-7452.md
delayed_job,IssueTrackerUpdateIssuesJob,unexpected return,,issue-7454.md
,,,,issue-7459.md
obs-server,Installation,None,Documentation Issue,issue-7497.md
,UI Interaction,The diff highlighting gets partially removed when switching between tabs.,Bug,issue-7500.md
,,,,issue-7505.md
,,,,issue-7511.md
test_package,Testing,"expected to find visible css ""table#all_requests_table tr"" 1 time, found 2 matches: ""Created Source Target Requester Type Priority"", ""now source_project / package_764 home:package_test_user / test_package user_1047 submit moderate""",UI Rendering Issue,issue-7533.md
knot-resolver,package#rpmlint_log,unknown request: GET:/build/home:CZ-NIC:knot-resolver-latest/Debian_9.0/armv7l/knot-resolver/rpmlint.log,None,issue-7545.md
,Frontend,Adding a user to a group even if he/she is already a member ends up in an exception,Bug,issue-7546.md
shepherd,UI Interaction,Uncaught ReferenceError: remove_dialog is not defined,JavaScript Error,issue-7547.md
,XML configuration validation,interleaving release targets,Configuration Error,issue-7548.md
,Form Submission,,Bug,issue-7551.md
,Frontend interaction with API or data fetching,Showing 1 to 0-1 of 75 entries (an empty table),"UI Bug, Data Display Issue",issue-7555.md
None,create operation within association,You cannot call create unless the parent is saved,AssociationError,issue-7564.md
golang-org-x-text,runtime,"&lt;status code=&quot;400&quot;&gt;

  &lt;summary&gt;openSUSE:Factory/golang-org-x-text: package &#39;golang-org-x-text&#39; does not exist&lt;/summary&gt;

&lt;/status&gt;",missing_dependencies,issue-7566.md
knot-resolver,Frontend,"&lt;status code=""400""&gt;

  &lt;summary&gt;unknown request: GET:/build/home:CZ-NIC:knot-resolver-latest/&lt;font style=""vertical-align:+inherit;""&gt;&lt;font style=""vertical-align:+inherit;""&gt;Debian_9.0&lt;/font&gt;&lt;/font&gt;/armv7l/knot-resolver/rpmlint.log&lt;/summary&gt;

  &lt;details&gt;400 unknown request: GET:/build/home:CZ-NIC:knot-resolver-latest/&lt;font style=""vertical-align:+inherit;""&gt;&lt;font style=""vertical-align:+inherit;""&gt;Debian_9.0&lt;/font&gt;&lt;/font&gt;/armv7l/knot-resolver/rpmlint.log&lt;/details&gt;

&lt;/status&gt;",Bug,issue-7567.md
None,save operation in Package model,"/PROJECT_ROOT/app/models/user.rb:229→ session!

/PROJECT_ROOT/app/models/package.rb:795→ write_to_backend

/GEM_ROOT/gems/activesupport-5.2.3/lib/active_support/callbacks.rb:426→ block in make_lambda

/GEM_ROOT/gems/activesupport-5.2.3/lib/active_support/callbacks.rb:236→ block in halting_and_conditional

/GEM_ROOT/gems/activesupport-5.2.3/lib/active_support/callbacks.rb:517→ block in invoke_after

/GEM_ROOT/gems/activesupport-5.2.3/lib/active_support/callbacks.rb:517→ each

/GEM_ROOT/gems/activesupport-5.2.3/lib/active_support/callbacks.rb:517→ invoke_after

/GEM_ROOT/gems/activesupport-5.2.3/lib/active_support/callbacks.rb:133→ run_callbacks

/GEM_ROOT/gems/airbrake-8.0.1/lib/airbrake/rails/active_record.rb:20→ run_callbacks

/GEM_ROOT/gems/activesupport-5.2.3/lib/active_support/callbacks.rb:816→ _run_save_callbacks

/GEM_ROOT/gems/activerecord-5.2.3/lib/active_record/callbacks.rb:342→ create_or_update

/GEM_ROOT/gems/activerecord-5.2.3/lib/active_record/persistence.rb:275→ save

/GEM_ROOT/gems/activerecord-5.2.3/lib/active_record/validations.rb:46→ save

/GEM_ROOT/gems/activerecord-5.2.3/lib/active_record/transactions.rb:310→ block (2 levels) in save

/GEM_ROOT/gems/activerecord-5.2.3/lib/active_record/transactions.rb:387→ block in with_transaction_returning_status

/GEM_ROOT/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/database_statements.rb:265→ transaction

/GEM_ROOT/gems/activerecord-5.2.3/lib/active_record/transactions.rb:212→ transaction

/GEM_ROOT/gems/activerecord-5.2.3/lib/active_record/transactions.rb:385→ with_transaction_returning_status

/GEM_ROOT/gems/activerecord-5.2.3/lib/active_record/transactions.rb:310→ block in save

/GEM_ROOT/gems/activerecord-5.2.3/lib/active_record/transactions.rb:325→ rollback_active_record_state!

/GEM_ROOT/gems/activerecord-5.2.3/lib/active_record/transactions.rb:309→ save

/GEM_ROOT/gems/activerecord-5.2.3/lib/active_record/suppressor.rb:44→ save

/GEM_ROOT/gems/activerecord-5.2.3/lib/active_record/persistence.rb:428→ block in update

/GEM_ROOT/gems/activerecord-5.2.3/lib/active_record/transactions.rb:387→ block in with_transaction_returning_status

/GEM_ROOT/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/database_statements.rb:267→ block in transaction

/GEM_ROOT/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/transaction.rb:239→ block in within_new_transaction

/usr/lib64/ruby/2.5.0/monitor.rb:226→ mon_synchronize

/GEM_ROOT/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/transaction.rb:236→ within_new_transaction

/GEM_ROOT/gems/activerecord-5.2.3/lib/active_record/connection_adapters/abstract/database_statements.rb:267→ transaction

/GEM_ROOT/gems/activerecord-5.2.3/lib/active_record/transactions.rb:212→ transaction

/GEM_ROOT/gems/activerecord-5.2.3/lib/active_record/transactions.rb:385→ with_transaction_returning_status

/GEM_ROOT/gems/activerecord-5.2.3/lib/active_record/persistence.rb:426→ update

/PROJECT_ROOT/app/models/package.rb:464→ sources_changed

/PROJECT_ROOT/app/controllers/trigger_controller.rb:51→ runservice",database transaction failure,issue-7574.md
,,,,issue-7579.md
None,Creating New Package,Error while creating '' file: Can't use an undefined value as a HASH reference at /usr/lib/obs/server/BSSrcServer/Service.pm line 300.,Backend Bug,issue-7596.md
ctris,Submit the modal,Couldn't find Group 'False',None,issue-7616.md
,,,,issue-7632.md
LocalProject/pack2.linked,Backend Package Deletion and Request Handling,"[3f5f4733-ba12-41cd-8d97-d27b308045a5] [backend_sync] [230:81.52] Saved Package LocalProject/pack2.linked
[3f5f4733-ba12-41cd-8d97-d27b308045a5] [230:81.52] (0.2ms)  RELEASE SAVEPOINT active_record_1
[3f5f4733-ba12-41cd-8d97-d27b308045a5] [230:81.52] BackendPackage Destroy (0.2ms)  DELETE FROM `backend_packages` WHERE `backend_packages`.`package_id` = 1044768003
[3f5f4733-ba12-41cd-8d97-d27b308045a5] [230:81.52] [backend] GET: /source/LocalProject/pack2.linked
[3f5f4733-ba12-41cd-8d97-d27b308045a5] [230:81.52] Completed 500 Internal Server Error in 168ms (Views: 0.5ms | ActiveRecord: 11.2ms | Backend: 45.5ms)
[3f5f4733-ba12-41cd-8d97-d27b308045a5] [230:81.53] 
[3f5f4733-ba12-41cd-8d97-d27b308045a5] [230:81.53] AbstractController::DoubleRenderError (Render and/or redirect were called multiple times in this action. Please note that you may only call render OR redirect, and at most once per action. Also note that neither redirect nor render terminate execution of the action, so if you want to exit an action after redirecting, you need to do something like ""redirect_to(...) and return"".)
[3f5f4733-ba12-41cd-8d97-d27b308045a5] [230:81.53] 
[3f5f4733-ba12-41cd-8d97-d27b308045a5] [230:81.53] app/controllers/application_controller.rb:329:in `block (2 levels) in render_error'
[3f5f4733-ba12-41cd-8d97-d27b308045a5] app/controllers/application_controller.rb:328:in `render_error'
[3f5f4733-ba12-41cd-8d97-d27b308045a5] app/controllers/application_controller.rb:212:in `block in <class:ApplicationController>'
[3f5f4733-ba12-41cd-8d97-d27b308045a5] config/initializers/wrap_parameters.rb:38:in `call'
[3f5f4733-ba12-41cd-8d97-d27b308045a5] test/test_helper.rb:172:in `process'
[3f5f4733-ba12-41cd-8d97-d27b308045a5] test/functional/interconnect_test.rb:416:in `test_submit_requests_from_remote'",Multiple Render Calls,issue-7670.md
KIWI,Installing grub2,Couldn't install grub2 on /usr/src/packages/KIWI-vmx/vmx/openSUSE-Leap-42.3-Azure.x86_64-0.1.2.raw: /usr/sbin/grub2-bios-setup: error: cannot find a device for /tmp/kiwiboot.LsqreB/boot/grub2/i386-pc (is /dev mounted?).,missing dependencies,issue-7682.md
build,Trigger rebuild API call,"no permission for package build in project home:adrianSuSE

[https://api.opensuse.org/trigger/rebuild?project=home%3AadrianSuSE&package=build](https://api.opensuse.org/trigger/rebuild?project=home%3AadrianSuSE&package=build)",Permission Error,issue-7691.md
None,assets precompilation,rails aborted! Sprockets::FileNotFound: couldn't find file 'codemirror' with type 'application/javascript',missing dependencies,issue-7716.md
pmars,Frontend,"Requiring user, but found nobody",Bug,issue-7718.md
,,,,issue-7726.md
,,,,issue-7734.md
,Frontend,"When a login fails and we are not under a proxy we end up into the 'session#new', which page was not migrated to bootstrap.",Bug,issue-7739.md
,,,,issue-7743.md
foo.noarch,Rpmlint Results,"W: suse-missing-rclink foo
The package contains an init script or systemd service file but lacks the
symlink /usr/sbin/rcFOO -> /usr/sbin/service",missing links,issue-7760.md
createrepo_c,Update and Execution,repodata/app-icons.tar: Cannot detect compression type,Incompatible Changes,issue-7774.md
QtPBFImagePlugin,Distribution Link Mismatch,"The link provided for downloading the package leads to a page stating that there are no data for download, although the packages were successfully built.","Missing Packages, OBS Integration Issues",issue-7804.md
linux-libc-dev,Building,400 remote error: http //archive.ubuntu.com/ubuntu/pool/main/l/linux/linux-libc-dev_4.4.0-151.178_amd64.deb connect to archive.ubuntu.com 80 timeout (worker was lamb66:2),Network Timeout,issue-7823.md
python-Sphinx,UI Rendering,None,UI Layout Issue,issue-7825.md
OBS 2.10 beta,UI issue after upgrade,No login at the front page; rake aborted! LoadError: cannot load such file -- single_test/tasks,"Bug, Missing UI element, Dependency issue",issue-7829.md
rkt,installation,Redirection from https to 'http://downloadcontent.opensuse.org/repositories/home:/rfay/Debian_9.0/amd64/rkt_1.6.0-0_amd64.deb' is forbidden,redirect_issue,issue-7830.md
patterns-base,Frontend/Browser Search Functionality,None,Bug,issue-7837.md
None,Test Execution,"Capybara::ElementNotFound: Unable to find visible css ""#kiwi-repositories-list""",UI Element Not Found,issue-7841.md
,,,,issue-7864.md
,Content Error,Typo found on the welcome page: 'Users of any distribution can search **their** for built packages for their distribution.' Expected: 'Users of any distribution can search **there** for built packages for their distribution.',Typo,issue-7869.md
,repositories#create_flag,Validation failed: Flags Duplicated flags,Bug,issue-7893.md
,,,,issue-7909.md
KIWI/SLES_12SP4_SAAS_BM1_docker1.x86_64-1.3.2-Build32.1.docker.tar,Publishing,"Use of uninitialized value $s[9] in concatenation (.) or string at /usr/lib/obs/server/bs_publish line 2119.
Use of uninitialized value in concatenation (.) or string at /usr/lib/obs/server/bs_publish line 2119.
Use of uninitialized value in concatenation (.) or string at /usr/lib/obs/server/bs_publish line 2119.
      - SLES_12SP4_SAAS_BM1_docker1.x86_64-1.3.2-Build31.5.docker.tar.sha256
      - SLES_12SP4_SAAS_BM1_docker1.x86_64-1.3.2-Build31.5.packages
      + SLES_12SP4_SAAS_BM1_docker1.x86_64-1.3.2-Build32.1.docker.tar
Use of uninitialized value $bins{""SLES_12SP4_SAAS_BM1_docker1.x86_""...} in -l at /usr/lib/obs/server/bs_publish line 2252.
Use of uninitialized value $bins{""SLES_12SP4_SAAS_BM1_docker1.x86_""...} in link at /usr/lib/obs/server/bs_publish line 2255.
Use of uninitialized value $bins{""SLES_12SP4_SAAS_BM1_docker1.x86_""...} in concatenation (.) or string at /usr/lib/obs/server/bs_publish line 2255.
publish failed for Images:SaaS:Testing/images : link  /srv/obs/repos/Images:/SaaS:/Testing/images/./SLES_12SP4_SAAS_BM1_docker1.x86_64-1.3.2-Build32.1.docker.tar: No such file or directory",IncompatibleConfiguration,issue-7910.md
open-build-service,Upgrade and Post-Upgrade,"Issues after upgrade from 2.9 to 2.10 and 42.3 to 15.1, including services not starting correctly, delays in service startup, and missing dependencies for certain services.","['Service Startup Issues', 'Missing Dependencies', 'Incorrect Service Configuration']",issue-7912.md
KIWI/SLES_12SP4_SAAS_BM1_docker1.x86_64-1.3.2-Build32.1.docker.tar,publishing,"Use of uninitialized value $s[9] in concatenation (.) or string at /usr/lib/obs/server/bs_publish line 2119.
Use of uninitialized value in concatenation (.) or string at /usr/lib/obs/server/bs_publish line 2119.
Use of uninitialized value in concatenation (.) or string at /usr/lib/obs/server/bs_publish line 2119.
- SLES_12SP4_SAAS_BM1_docker1.x86_64-1.3.2-Build31.5.docker.tar.sha256
- SLES_12SP4_SAAS_BM1_docker1.x86_64-1.3.2-Build31.5.packages
+ SLES_12SP4_SAAS_BM1_docker1.x86_64-1.3.2-Build32.1.docker.tar
Use of uninitialized value $bins{""SLES_12SP4_SAAS_BM1_docker1.x86_""...} in -l at /usr/lib/obs/server/bs_publish line 2252.
Use of uninitialized value $bins{""SLES_12SP4_SAAS_BM1_docker1.x86_""...} in link at /usr/lib/obs/server/bs_publish line 2255.
Use of uninitialized value $bins{""SLES_12SP4_SAAS_BM1_docker1.x86_""...} in concatenation (.) or string at /usr/lib/obs/server/bs_publish line 2255.
publish failed for Images:SaaS:Testing/images : link /srv/obs/repos/Images:/SaaS:/Testing/images/./SLES_12SP4_SAAS_BM1_docker1.x86_64-1.3.2-Build32.1.docker.tar: No such file or directory",incompatible_configuration,issue-7918.md
tuxcursors.spec,UI Rendering,None,User Interface Issue,issue-7936.md
obs 2.10,setup-appliance.sh execution,"OBS API Autosetup is not enabled in sysconfig, skipping",configuration issue,issue-7938.md
obs,setup-appliance.sh execution,"/usr/lib/obs/server/setup-appliance.sh: line 641: ./obssrcserver: No such file or directory
/usr/lib/obs/server/setup-appliance.sh: line 642: ./obsrepserver: No such file or directory",missing_files,issue-7944.md
_pattern,Display of Changed Date,"The display of the changed date for the _pattern package is incorrect, showing 'over 49 years ago' instead of a more recent date.","Bug, Frontend",issue-7950.md
ruby-build-20190401-lp151.1.1,Package Information Mismatch,"The src.rpm shows no requirements or provides, but the noarch.rpm has multiple requirements and provides.",Incorrect Metadata,issue-7951.md
,,,,issue-7964.md
QDirStat,Changelog validation,Changelog checker reports bogus out-of-sequence changelog entries due to timezone issues and date formatting problems.,Validation error,issue-7973.md
obs-server,Service Startup,cannot write to rundir '/srv/obs/run',Permission Denied,issue-7984.md
,,,,issue-8001.md
dashboard,fetching history,None,performance issue,issue-8002.md
,,,,issue-8003.md
libwebkit2gtk-4_0-37,image_build,<error>unresolvable: nothing provides libwebkit2gtk3 = 2.20.3 needed by libwebkit2gtk3-lang</error>,missing_dependencies,issue-8008.md
osc,command execution,"Server returned an error: HTTP Error 400: Bad Request
Auto accept time is in the past",invalid input parameter,issue-8010.md
python-certifi,Package Dependency Resolution,"The new python-requests depends on python-certifi >= 2017.4.17, but the newer version of python-certifi is not being fetched.",Missing Dependencies,issue-8012.md
shells/zsh/zsh.spec,Viewing spec files,None,Bug,issue-8018.md
waterfox-alpha-kde,installation,None,inconsistent_mirror,issue-8026.md
openSUSE/open-build-service,Input Handling,None,Bug,issue-8031.md
kiwi,image_build,"device-mapper: reload ioctl on   failed: Invalid argument
Failed to setup dm-crypt key mapping for device /dev/mapper/loop0p3.
Check that kernel supports aes-xts-plain64 cipher (check syslog for more info).",missing_dependencies,issue-8046.md
python-XStatic-jQuery,source#package_command,"undefined method `get_by_name' for #<Package::ActiveRecord_Associations_CollectionProxy:0x00007f4f9c83b330>
Did you mean?  get_value",missing_method,issue-8047.md
,User login process,User.last_logged_in_at isn't updated even after logging in.,Bug,issue-8068.md
None,runtime,undefined local variable or method `c' for #<#<Class:0x000055d77fdbc868>:0x00007febb1e8e000>,undefined_variable_or_method,issue-8075.md
,,,,issue-8088.md
python-Cerberus,Repositories Management,SyntaxError: An invalid or illegal string was specified,Frontend Bug,issue-8110.md
None,Documentation Issue,API Documentation is missing information on DELETE requests from Staging,Missing Information,issue-8117.md
None,Frontend,undefined method `name' for nil:NilClass,None,issue-8119.md
,Attributes tab operation,None,Bug,issue-8143.md
,,,,issue-8145.md
None,Test Suite / CI,None,None,issue-8154.md
,,,,issue-8159.md
SUSE:SLE-12-SP4:GA,mirroring process,gets only an empty binary list,missing content during mirroring,issue-8161.md
None,Update User,Couldn't find User with login =,Database Lookup Error,issue-8164.md
gcc33,package#show,"Symbol or String expected, but NilClass given.",Type Error,issue-8167.md
000product,build,OBS thus finds no worker capable of handling the product build due to the _constraints file requesting 21GB HDD space which is not applicable for 'local' arch workers.,incompatible_constraints,issue-8192.md
postgresql10,build,Multiple MAIN-debugsource packages with varying content are being created.,inconsistent_package_content,issue-8194.md
,File Creation,Guardfile /srv/www/obs/api/db/sphinx/production/ts---all.tmp exists already,File Existence Conflict,issue-8200.md
openSUSE:Factory,Frontend,undefined local variable or method `c' for #<#<Class:0x0000561146b050d8>:0x00007f7484ad2cd0>,Bug,issue-8206.md
openSUSE:Leap:15.2:Images,source_attribute#update,undefined method `elements' for #<String:0x00007f1fed7d7918>,Bug,issue-8221.md
,,,,issue-8225.md
api,Seeding static permissions for downloader role in roles_static_permissions table...,"ActionView::Template::Error: wrong number of arguments (given 0, expected 1+)",Incompatible API or Method Signature,issue-8231.md
None,comments#create,undefined method `find' for nil:NilClass,None,issue-8232.md
None,group#update,undefined method `value' for nil:NilClass,Bug,issue-8233.md
None,runtime,Mysql2::Error: Unknown column 'projects.name' in 'where clause': SELECT COUNT(*) FROM `maintained_projects` WHERE `maintained_projects`.`maintenance_project_id` = 43794 AND CAST(`projects`.`name` AS CHAR) LIKE '%c%',database_issue,issue-8242.md
home-assistant,runtime,undefined method `draw' for nil:NilClass,Runtime Error,issue-8244.md
None,runtime,Mysql2::Error: Unknown column 'projects.name' in 'where clause': SELECT COUNT(*) FROM `maintained_projects` WHERE `maintained_projects`.`maintenance_project_id` = 43794 AND CAST(`projects`.`name` AS CHAR) LIKE '%m%',Database Error,issue-8246.md
,,,,issue-8247.md
devel:tools:building,publishing,"Missing repodata files (primary.xml.gz, filelists.xml.gz, other.xml.gz) on rsync.opensuse.org while repomd.xml and related files are present.",missing_files,issue-8258.md
,Publishing,OBS is generating the icons archive for appdata in the repodata directory with the wrong name.,Incorrect file naming,issue-8259.md
None,trigger#rebuild,undefined method `match?' for nil:NilClass,None,issue-8262.md
None,Frontend,"feeds#notifications threw this 49 times
home:thardeck:branches:Archiving:Backup",Bug,issue-8263.md
linux-clear,Frontend,Cannot read property 'value' of null,Bug,issue-8273.md
home:oertel:branches:openSUSE.org:Base:System/openSUSE_Leap_15.1,publishing,publish failed for home:oertel:branches:openSUSE.org:Base:System/openSUSE_Leap_15.1 : 400 remote error: received truncated answer,network_issue,issue-8276.md
public_key,runtime,"undefined method `remove_dialog_tag' for #<#<Class:0x00007fcc7da8b5f0>:0x00007fcc3c295df0>
Did you mean?  remove_flag",method_missing,issue-8278.md
None,runtime,undefined method `remove_dialog_tag' for #<#<Class:0x00007f926800ea40>:0x00007f92599ac6d8>,Bug,issue-8279.md
python3,branching,BuildService API error: failed to branch: Can't use an undefined value as a HASH reference at /usr/lib/obs/server/BSSrcServer/Service.pm line 300.,incompatible_script_or_code,issue-8280.md
maintained_projects,runtime,"undefined method `tab` for #<#<Class:0x0000562831f58138>:0x00007f925d8ef228>
Did you mean?  tap
tag",Programming Error,issue-8287.md
None,Frontend,n(...).find(...)[0] is undefined,Bug,issue-8288.md
,API Response Handling,GET https://api.opensuse.org/staging/home:mstrigl/staging_projects returns 400 if no staging workflow present,Bug,issue-8298.md
